(8194, '10ανακυψασ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(2311, 'πολυτιμον', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(16750, 'πολυτιμοτερον', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(8403, 'πολυτιμου', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(15729, 'πολυτροπωσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(13021, 'πομα', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(16092, 'πομασιν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(1461, 'πονηρα', 19, 'N/A', 'N/A', 'N/A', 'N/A')
(14438, 'πονηραι', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(11196, 'πονηραν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(16162, 'πονηρασ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(2859, 'πονηρε', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(11683, 'πονηρια', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(4710, 'πονηριαι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(3263, 'πονηριαν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(6540, 'πονηριασ', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(9098, 'πονηριων', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(1170, 'πονηροι', 5, 'N/A', 'N/A', 'N/A', 'N/A')
(14721, 'πονηροισ', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(707, 'πονηρον', 12, 'N/A', 'N/A', 'N/A', 'N/A')
(1042, 'πονηροσ', 10, 'N/A', 'N/A', 'N/A', 'N/A')
(2111, 'πονηροτερα', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(880, 'πονηρου', 16, 'N/A', 'N/A', 'N/A', 'N/A')
(924, 'πονηρουσ', 7, 'N/A', 'N/A', 'N/A', 'N/A')
(886, 'πονηρω', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(5748, 'πονηρων', 5, 'N/A', 'N/A', 'N/A', 'N/A')
(14850, 'πονον', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(18134, 'πονοσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(17966, 'πονου', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(10445, 'ποντικον', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(9153, 'ποντιοσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(5711, 'ποντιου', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(3916, 'ποντιω', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(8933, 'ποντον', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(16736, 'ποντου', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(17967, 'πονων', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(11538, 'ποπλιου', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(11535, 'ποπλιω', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(16503, 'πορειαισ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(6750, 'πορειαν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(5903, 'πορευεσθαι', 21, 'N/A', 'N/A', 'N/A', 'N/A')
(1653, 'πορευεσθε', 7, 'N/A', 'N/A', 'N/A', 'N/A')
(1318, 'πορευεται', 9, 'N/A', 'N/A', 'N/A', 'N/A')
(2758, 'πορευθεισ', 10, 'N/A', 'N/A', 'N/A', 'N/A')
(5317, 'πορευθεισα', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(4119, 'πορευθεισαι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(11333, 'πορευθεντα', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(254, 'πορευθεντεσ', 15, 'N/A', 'N/A', 'N/A', 'N/A')
(11334, 'πορευθεντι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(7029, 'πορευθη', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(8911, 'πορευθηναι', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(3065, 'πορευθητε', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(1317, 'πορευθητι', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(8516, 'πορευθω', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(11027, 'πορευθωσιν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(6824, 'πορευομαι', 12, 'N/A', 'N/A', 'N/A', 'N/A')
(9652, 'πορευομεναι', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(9654, 'πορευομενη', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(1656, 'πορευομενοι', 9, 'N/A', 'N/A', 'N/A', 'N/A')
(5327, 'πορευομενοισ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(6398, 'πορευομενον', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(6849, 'πορευομενοσ', 5, 'N/A', 'N/A', 'N/A', 'N/A')
(7215, 'πορευομενου', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(11272, 'πορευομενουσ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(10919, 'πορευομενω', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(1827, 'πορευομενων', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(354, 'πορευου', 19, 'N/A', 'N/A', 'N/A', 'N/A')
(6493, 'πορευσεται', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(11178, 'πορευση', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(6905, 'πορευσομαι', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(16672, 'πορευσομεθα', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(13390, 'πορευσονται', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(16671, 'πορευσωμεθα', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(12492, 'πορευωμαι', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(9626, 'πορθησασ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(15334, 'πορισμον', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(15336, 'πορισμοσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(11145, 'πορκιον', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(3158, 'πορναι', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(2895, 'πορνεια', 10, 'N/A', 'N/A', 'N/A', 'N/A')
(2529, 'πορνειαι', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(10854, 'πορνειαν', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(850, 'πορνειασ', 14, 'N/A', 'N/A', 'N/A', 'N/A')
(17462, 'πορνευσαι', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(18030, 'πορνευσαντεσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(13028, 'πορνευωμεν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(12832, 'πορνευων', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(12830, 'πορνη', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(18001, 'πορνην', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(12828, 'πορνησ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(12815, 'πορνοι', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(12786, 'πορνοισ', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(12792, 'πορνοσ', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(16435, 'πορνουσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(6933, 'πορνων', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(2493, 'πορρω', 5, 'N/A', 'N/A', 'N/A', 'N/A')
(7065, 'πορρωθεν', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(7660, 'πορρωτερον', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(7658, 'πορρωτερω', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(5234, 'πορφυραν', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(18043, 'πορφυρασ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(10248, 'πορφυροπωλισ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(18041, 'πορφυρου', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(8692, 'πορφυρουν', 5, 'N/A', 'N/A', 'N/A', 'N/A')
(3947, 'ποσα', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(10836, 'ποσαι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(2818, 'ποσακισ', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(2614, 'ποσασ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(14770, 'ποσει', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(13701, 'ποσην', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(1152, 'ποσιν', 5, 'N/A', 'N/A', 'N/A', 'N/A')
(8084, 'ποσισ', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(6899, 'ποσοι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(1045, 'ποσον', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(4843, 'ποσοσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(2581, 'ποσουσ', 5, 'N/A', 'N/A', 'N/A', 'N/A')
(1177, 'ποσω', 11, 'N/A', 'N/A', 'N/A', 'N/A')
(4767, 'ποσων', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(1255, 'ποταμοι', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(10244, 'ποταμον', 5, 'N/A', 'N/A', 'N/A', 'N/A')
(6099, 'ποταμοσ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(18190, 'ποταμου', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(17956, 'ποταμουσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(17854, 'ποταμοφορητον', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(417, 'ποταμω', 5, 'N/A', 'N/A', 'N/A', 'N/A')
(13923, 'ποταμων', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(5059, 'ποταπαι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(6181, 'ποταπη', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(17244, 'ποταπην', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(5058, 'ποταποι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(1393, 'ποταποσ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(17192, 'ποταπουσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(2720, 'ποτε', 52, 'N/A', 'N/A', 'N/A', 'N/A')
(8116, 'ποτερον', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(1802, 'ποτηριον', 32, 'N/A', 'N/A', 'N/A', 'N/A')
(3389, 'ποτηριου', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(17910, 'ποτηριω', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(4684, 'ποτηριων', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(12354, 'ποτιζε', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(6737, 'ποτιζει', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(12673, 'ποτιζων', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(11561, 'ποτιολουσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(1800, 'ποτιση', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(16940, 'ποτοισ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(205, 'που', 55, 'N/A', 'N/A', 'N/A', 'N/A')
(15588, 'πουδησ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(2780, 'πουσ', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(9196, 'πραγμα', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(15422, 'πραγματειαισ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(7178, 'πραγματευσασθε', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(12524, 'πραγματι', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(2813, 'πραγματοσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(5359, 'πραγματων', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(686, 'πραεισ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(16877, 'πραεοσ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(16878, 'πραεωσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(9193, 'πραθεν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(2834, 'πραθηναι', 5, 'N/A', 'N/A', 'N/A', 'N/A')
(3975, 'πραιτωριον', 8, 'N/A', 'N/A', 'N/A', 'N/A')
(11063, 'πραιτωριω', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(6692, 'πρακτορι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(6693, 'πρακτωρ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(11259, 'πραξαι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(8003, 'πραξαντεσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(10579, 'πραξαντων', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(12767, 'πραξασ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(7589, 'πραξει', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(8842, 'πραξεισ', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(14805, 'πραξεσιν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(10178, 'πραξετε', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(10300, 'πραξησ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(2673, 'πραξιν', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(1938, 'πραοσ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(14214, 'πραοτησ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(14812, 'πραοτητα', 6, 'N/A', 'N/A', 'N/A', 'N/A')
(15477, 'πραοτητι', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(12759, 'πραοτητοσ', 8, 'N/A', 'N/A', 'N/A', 'N/A')
(4635, 'πρασιαι', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(11315, 'πρασσει', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(7389, 'πρασσειν', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(11708, 'πρασσεισ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(5734, 'πρασσετε', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(11769, 'πρασσησ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(11288, 'πρασσοντασ', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(11703, 'πρασσοντεσ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(12373, 'πρασσοντι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(10349, 'πρασσουσιν', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(12009, 'πρασσω', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(7837, 'πρασσων', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(15355, 'πραυπαθιαν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(1939, 'πραυσ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(14215, 'πραυτησ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(14813, 'πραυτητα', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(15478, 'πραυτητι', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(12760, 'πραυτητοσ', 5, 'N/A', 'N/A', 'N/A', 'N/A')
(14416, 'πρεπει', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(498, 'πρεπον', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(6859, 'πρεσβειαν', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(13622, 'πρεσβευομεν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(14499, 'πρεσβευω', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(15632, 'πρεσβυτασ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(15248, 'πρεσβυτερασ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(7469, 'πρεσβυτεριον', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(15240, 'πρεσβυτεριου', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(3140, 'πρεσβυτεροι', 23, 'N/A', 'N/A', 'N/A', 'N/A')
(3922, 'πρεσβυτεροισ', 7, 'N/A', 'N/A', 'N/A', 'N/A')
(6920, 'πρεσβυτεροσ', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(15293, 'πρεσβυτερου', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(6113, 'πρεσβυτερουσ', 16, 'N/A', 'N/A', 'N/A', 'N/A')
(15245, 'πρεσβυτερω', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(2471, 'πρεσβυτερων', 27, 'N/A', 'N/A', 'N/A', 'N/A')
(5416, 'πρεσβυτησ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(15635, 'πρεσβυτιδασ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(8883, 'πρηνησ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(109, 'πριν', 15, 'N/A', 'N/A', 'N/A', 'N/A')
(13418, 'πρισκα', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(12526, 'πρισκαν', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(10496, 'πρισκιλλα', 6, 'N/A', 'N/A', 'N/A', 'N/A')
(10449, 'πρισκιλλαν', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(719, 'προ', 51, 'N/A', 'N/A', 'N/A', 'N/A')
(9845, 'προαγαγειν', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(10303, 'προαγαγων', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(4120, 'προαγει', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(2427, 'προαγειν', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(3089, 'προαγοντεσ', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(15311, 'προαγουσαι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(15106, 'προαγουσασ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(16004, 'προαγουσησ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(3159, 'προαγουσιν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(4927, 'προαγων', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(13787, 'προαιρειται', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(3794, 'προαξω', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(5196, 'προαυλιον', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(10626, 'προβαλοντων', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(7346, 'προβαλωσιν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(639, 'προβασ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(1610, 'προβατα', 36, 'N/A', 'N/A', 'N/A', 'N/A')
(7947, 'προβατικη', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(1982, 'προβατον', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(1988, 'προβατου', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(1206, 'προβατων', 9, 'N/A', 'N/A', 'N/A', 'N/A')
(5384, 'προβεβηκοτεσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(5417, 'προβεβηκυια', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(2380, 'προβιβασθεισα', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(16328, 'προβλεψαμενου', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(11827, 'προγεγονοτων', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(17336, 'προγεγραμμενοι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(11242, 'προγινωσκοντεσ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(8973, 'προγνωσει', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(16739, 'προγνωσιν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(15255, 'προγονοισ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(15385, 'προγονων', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(15313, 'προδηλα', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(15310, 'προδηλοι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(15994, 'προδηλον', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(9472, 'προδοται', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(6016, 'προδοτησ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(7158, 'προδραμων', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(15958, 'προδρομοσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(10624, 'προεβιβασαν', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(12081, 'προεγνω', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(16794, 'προεγνωσμενου', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(12452, 'προεγραφη', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(14327, 'προεγραψα', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(8762, 'προεδραμεν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(12298, 'προεδωκεν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(11623, 'προεθεμην', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(11823, 'προεθετο', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(14935, 'προειπαμεν', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(8877, 'προειπεν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(14934, 'προειπομεν', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(14212, 'προειπον', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(3519, 'προειρηκα', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(14027, 'προειρηκαμεν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(12167, 'προειρηκεν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(16155, 'προειρηκεναι', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(17171, 'προειρημενων', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(15846, 'προειρηται', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(5704, 'προεκοπτεν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(14035, 'προεκοπτον', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(12381, 'προεκοψεν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(5113, 'προελαβεν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(14917, 'προελεγομεν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(5409, 'προελευσεται', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(10698, 'προελθοντεσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(3814, 'προελθων', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(13777, 'προελθωσιν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(13734, 'προενηρξασθε', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(13727, 'προενηρξατο', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(10775, 'προεπεμπον', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(11604, 'προεπηγγειλατο', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(13780, 'προεπηγγελμενην', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(15290, 'προεστωτεσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(10957, 'προετειναν', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(10956, 'προετεινεν', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(14101, 'προευηγγελισατο', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(10538, 'προεφητευον', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(1230, 'προεφητευσαμεν', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(1859, 'προεφητευσαν', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(2487, 'προεφητευσεν', 9, 'N/A', 'N/A', 'N/A', 'N/A')
(2747, 'προεφθασεν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(10930, 'προεχειρισατο', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(11794, 'προεχομεθα', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(10864, 'προεωρακοτεσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(11226, 'προηγαγον', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(272, 'προηγεν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(12329, 'προηγουμενοι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(14694, 'προηκουσατε', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(4620, 'προηλθον', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(14271, 'προηλπικοτασ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(14002, 'προημαρτηκοσιν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(13998, 'προημαρτηκοτων', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(13788, 'προηρηται', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(7441, 'προηρχετο', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(11795, 'προητιασαμεθα', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(12157, 'προητοιμασεν', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(9817, 'προθεσει', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(1959, 'προθεσεωσ', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(12080, 'προθεσιν', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(12121, 'προθεσισ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(14135, 'προθεσμιασ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(13737, 'προθυμια', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(13753, 'προθυμιαν', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(10355, 'προθυμιασ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(3822, 'προθυμον', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(16984, 'προθυμωσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(14100, 'προιδουσα', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(9002, 'προιδων', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(16705, 'προιμον', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(15184, 'προισταμενοι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(15165, 'προισταμενον', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(12319, 'προισταμενοσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(14969, 'προισταμενουσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(15686, 'προιστασθαι', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(14221, 'προκαλουμενοι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(9470, 'προκαταγγειλαντασ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(13778, 'προκαταρτισωσιν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(9092, 'προκατηγγειλαν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
